_id,name_en,name_ru,name_uk
2004809,Elektrodepo,Электродепо,Электродепо
2004812,Zahonye,Захонье,Захонье
2004842,Novgorod Post,Новгород Пост /менделеевская/,Новгород Пост /менделеевская/
2004846,Pl 101 Км,Пл 101 Км,Пл 101 Км
2004847,,Пл 104 Км,Пл 104 Км
2004858,Klincy,Клинцы,Клинцы
2004886,Lnosovhoz,Льносовхоз,Льносовхоз
2004888,Vile,Вилье,Вилье
2004889,Puravica,Пуравица,Пуравица
2004896,Novg Depo,Новгород Депо,Новгород Депо
2004900,Zapad Dvin,Западная Двина,Западная Двина
2004902,Podmoshva,Подмошва,Подмошва
2004905,Privorot,Приворот,Приворот
2004906,Erzovo,Ерзово,Ерзово
2004908,Kolodinka,Колодинка,Колодинка
2004909,Chervas,Червас,Червас
2004910,Pasma,Пасма,Пасма
2004912,,Платформа 112 Км,Платформа 112 Км
2004913,Avtozavod,Автозавод,Автозавод
2004916,Tuloma,Тулома,Тулома
2004917,Semujnaia *,Семужная *,Семужная *
2004918,Rusanovsk,Русановская,Русановская
2004928,Buslovskaia,Бусловская,Бусловская
2004936,Liando,Ляндо,Ляндо
2004942,Kniajelisin,Княжелисино,Княжелисино
2004943,Pustynka,Пустынька,Пустынька
2004944,Voitolovka,Войтоловка,Войтоловка
2004945,Bylchino,Быльчино,Быльчино
2004946,Lovasicy,Ловасицы,Ловасицы
2004951,,Ост.пункт 123 Км,Ост.пункт 123 Км
2004952,Rugolambi,Руголамби,Руголамби
2004954,Kangas,Кангас,Кангас
2004955,Voloma,Волома,Волома
2004956,Selga,Сельга,Сельга
2004957,Vialimiaki,Вялимяки,Вялимяки
2004958,Satuli,Сатули,Сатули
2004962,Shosseinaia,Шоссейная,Шоссейная
2004964,Generala Omelchenko,Генерала Омельченко,Генерала Омельченко
2004967,Solovi,Соловьи,Соловьи
2004968,Scepec,Щепец,Щепец
2004969,Golcevo,Гольцево,Гольцево
2004970,Piragi,Пираги,Пираги
2004972,Kovashi   *,Коваши *,Коваши *
2004973,Karer Op,Карьер Оп,Карьер Оп
2004974,,Платформа Николаева,Платформа Николаева
2004975,Salka,Салка,Салка
2004980,Post 134Km,,
2004981,Bornica,Борница,Борница
2004993,Marienburg,Мариенбург,Мариенбург
2004997,Mordvinovo,Мордвиново,Мордвиново
2005000,Himki,Химки,Химки
2005001,Kupchino,Купчино,Купчино
2005003,Novopodrez,Новоподрезково,Новоподрезково
2005004,Kriuchkovo,Крючково,Крючково
2005005,Podrezkovo,Подрезково,Подрезково
2005006,Svetogors*,Светогорск *,Светогорск *
2005008,Petrokrep.,Петрокрепость,Петрокрепость
2005009,Aleks-Finl,Александровская-Финлян,Александровская-Финлян
2005010,Povarovka,Поваровка,Поваровка
2005011,Lampovo,Лампово,Лампово
2005012,Verevo,Верево,Верево
2005014,Kem-Prist,Кемь-Пристань,Кемь-Пристань
2005015,Berngardov,Бернгардовка,Бернгардовка
2005016,Gvardeisk*,Гвардейское *,Гвардейское *
2005020,Pr.slavy,Проспект Славы,Проспект Славы
2005022,Mejevo,Межево,Межево
2005023,Tihoricy,Тихорицы,Тихорицы
2005024,Radchenko,Радченко,Радченко
2005025,Novoselki,Новоселки,Новоселки
2005026,Poselok,Поселок,Поселок
2005030,Sos Poliana,Сосновая Поляна,Сосновая Поляна
2005033,Pudost,Пудость,Пудость
2005034,Apraksin,Апраксин,Апраксин
2005035,Lenin.pr,Ленинский Пр,Ленинский Пр
2005036,Striglovo,Стриглово,Стриглово
2005037,Pavl Na N,Павлово На Неве,Павлово На Неве
2005038,Markovo,Марково,Марково
2005040,Rosinka,Росинка,Росинка
2005041,Kulikovo,Куликово,Куликово
2005042,Podol,Подол,Подол
2005044,Trubino,Трубино,Трубино
2005045,Lanskaia,Ланская,Ланская
2005046,Antropshino,Антропшино,Антропшино
2005047,Bor      *,Бор *,Бор *
2005048,Kanneliarv,Каннельярви,Каннельярви
2005050,M. Ruchei,Мельничный Ручей,Мельничный Ручей
2005051,Volhovo,Волхово,Волхово
2005052,Zav Metiz,Завод Метиз,Завод Метиз
2005054,,Платформа 11 Км,Платформа 11 Км
2005055,Piskarevka,Пискаревка,Пискаревка
2005056,Tarasovsk*,Тарасовская *,Тарасовская *
2005058,Pihtovoe *,Пихтовое *,Пихтовое *
2005060,P.razumov,Петровско-Разумовское,Петровско-Разумовское
2005063,Miakovo,Мяково,Мяково
2005064,Kaft Ozero,Кафтинское Озеро,Кафтинское Озеро
2005065,Udelnaia,Удельная,Удельная
2005066,Iamuga,Ямуга,Ямуга
2005068,Kirki,Кирки,Кирки
2005069,Bp 122 Km,Блок Пост 122 Км,Блок Пост 122 Км
2005070,Podsolnechn,Подсолнечная,Подсолнечная
2005072,Pribytkovo,Прибытково,Прибытково
2005074,Bronka,Бронка,Бронка
2005075,Vsevolojsk,Всеволжская,Всеволжская
2005076,Dubochki,Дубочки,Дубочки
2005077,Kr.budka,Красная Будка,Красная Будка
2005079,Kalganovka,Калгановка,Калгановка
2005080,Mosselmash,Моссельмаш,Моссельмаш
2005081,Bolotnaia,Болотная,Болотная
2005082,Vaenga   *,Ваенга *,Ваенга *
2005084,Koms Murm,Комсомольск-Мурманский,Комсомольск-Мурманский
2005085,Farforovsk,Фарфоровский,Фарфоровский
2005086,Krasnye Zori,Красные Зори,Красные Зори
2005090,Shodnia,Сходня,Сходня
2005095,Rjevka,Ржевка,Ржевка
2005096,Kobralovo,Кобралово,Кобралово
2005099,Aeroport,Аэропорт,Аэропорт
2005100,Zaozere,Заозерье,Заозерье
2005101,Vialka,Вялка,Вялка
2005102,Krasnenka,Красненка,Красненка
2005103,Zlino,Злино,Злино
2005104,Guziatino,Гузятино,Гузятино
2005105,Bronevaia,Броневая,Броневая
2005106,Dobyvalovo,Добывалово,Добывалово
2005107,Chernushki,Чернушки,Чернушки
2005108,Kimosozero,Кимосозеро,Кимосозеро
2005109,Greblovo,Греблово,Греблово
2005110,Ostankino,Останкино,Останкино
2005112,Mosk.more,Московское Море,Московское Море
2005114,Chernichnaia,Черничная,Черничная
2005115,Sestroreck,Сестрорецк,Сестрорецк
2005116,Gorkovsk,Горьковское,Горьковское
2005120,Tatianino,Татьянино,Татьянино
2005123,Siuviaoro,Сювяоро,Сювяоро
2005124,Molodejnaia,Молодежная,Молодежная
2005125,Rijskaia,Рижская,Рижская
2005126,Tosno 2,Тосно 2,Тосно 2
2005128,Vost.guba,Восточная Губа,Восточная Губа
2005129,Koliujnyi *,Колюжный *,Колюжный *
2005130,Kushelevka,Кушелевка,Кушелевка
2005132,Pogoste,Погостье,Погостье
2005133,Nikiforov*,Никифоровское *,Никифоровское *
2005134,Kerest,Кересть,Кересть
2005136,Rahia,Рахья,Рахья
2005137,Kuolemaiar*,Куолемаярви *,Куолемаярви *
2005139,Tammisuo,Таммисуо,Таммисуо
2005140,Ulianka,Ульянка,Ульянка
2005142,Terelesov.,Терелесовская,Терелесовская
2005144,Virandoz,Вирандозеро,Вирандозеро
2005145,Pesochnaia,Песочная,Песочная
2005146,Navalochnaia,Навалочная,Навалочная
2005148,Nevdubstr,Невдубстрой,Невдубстрой
2005150,Strelna,Стрельна,Стрельна
2005152,Kascenki,Кащенки,Кащенки
2005154,Safon Mur*,Сафоново-Мурманское *,Сафоново-Мурманское *
2005155,S.petergof,Старый Петергоф,Старый Петергоф
2005156,Kartashevsk,Карташевская,Карташевская
2005157,Koltushi,Колтуши,Колтуши
2005158,Sabory,Саборы,Саборы
2005159,Jitkovo,Житково,Житково
2005160,Kuzmolovo,Кузьмолово,Кузьмолово
2005162,Purvmala,Пурвмала,Пурвмала
2005163,Skit,Скит,Скит
2005164,Zanev Post,Заневский Пост,Заневский Пост
2005165,Kr.selo,Красное Село,Красное Село
2005166,Shushary,Шушары,Шушары
2005171,Kivioia   *,Кивиоя *,Кивиоя *
2005174,Skachki,Скачки,Скачки
2005175,Sergievo,Сергиево,Сергиево
2005176,Primorsk *,Приморское *,Приморское *
2005177,Simancevo,Симанцево,Симанцево
2005178,Gladk Log,Гладкий Лог,Гладкий Лог
2005180,Gorelovo,Горелово,Горелово
2005181,Osinovka,Осиновка,Осиновка
2005184,Krestcy,Крестцы,Крестцы
2005185,Roscino,Рощино,Рощино
2005186,Budassi,Будасси,Будасси
2005188,Gorushki,Горушки,Горушки
2005189,Gorushki N,Горушки Невельские,Горушки Пост
2005195,Lisii Nos,Лисий Нос,Лисий Нос
2005196,Zahodskoe,Заходское,Заходское
2005198,Sokolinsk*,Соколинское *,Соколинское *
2005199,Leipiasuo,Лейпясуо,Лейпясуо
2005200,Vruda,Вруда,Вруда
2005201,Vzgliady,Взгляды,Взгляды
2005202,Volh.prist,Волхов-Пристань,Волхов-Пристань
2005203,Viartsilia *,Вяртсиля *,Вяртсиля *
2005204,Industriia,Индустрия,Индустрия
2005205,Dachnoe,Дачное,Дачное
2005206,Predportov,Предпортовая Оп,Предпортовая Оп
2005207,Polonka,Полонка,Полонка
2005209,Oiaiarvi   *,Ояярви *,Ояярви *
2005210,Mihailovsk,Михайловская,Михайловская
2005212,Buh.pereez,Бухаловский Переезд,Бухаловский Переезд
2005213,Niamozero *,Ням-Озеро *,Ням-Озеро *
2005215,Firsanovsk,Фирсановская,Фирсановская
2005216,Verhnecherk,Верхнечеркасово,Верхнечеркасово
2005218,Sorio,Сорйо,Сорйо
2005219,Frezernyi,Фрезерный,Фрезерный
2005220,Murino,Мурино,Мурино
2005222,Nurma    *,Нурма *,Нурма *
2005223,Poliany,Поляны,Поляны
2005224,Vas.moh,Васильевский Мох,Васильевский Мох
2005225,Repino,Репино,Репино
2005227,Kummolovo,Куммолово,Куммолово
2005228,Perovo,Перово,Перово
2005230,Martyshkino,Мартышкино,Мартышкино
2005231,Scerbakovo*,Щербаково *,Щербаково *
2005234,Hamontovo,Хамонтово,Хамонтово
2005235,Levashovo,Левашово,Левашово
2005236,Semrino,Семрино,Семрино
2005240,Luga 2,Луга 2,Луга 2
2005245,Nov.derev,Новая Деревня,Новая Деревня
2005246,Ijor.zavod,Ижорский Завод,Ижорский Завод
2005249,Geroiskaia,Геройская,Геройская
2005250,Planernaia,Планерная,Планерная
2005251,Morskaia,Морская,Морская
2005252,Borodinsk*,Бородинское *,Бородинское *
2005253,Turyshino,Турышино,Турышино
2005254,Vysock   *,Высоцк *,Высоцк *
2005255,Ivanovskaia,Ивановская,Ивановская
2005256,Vaganovo,Ваганово,Ваганово
2005257,Prudy    *,Пруды *,Пруды *
2005259,Plitniaki,Плитняки,Плитняки
2005260,Shuvalovo,Шувалово,Шувалово
2005262,Tovand,Тованд,Тованд
2005264,Pribylovo*,Прибылово *,Прибылово *
2005265,Dunai,Дунай,Дунай
2005266,Gavrilovo,Гаврилово,Гаврилово
2005269,Kostrinsk,Костринский,Костринский
2005270,Irinovka,Ириновка,Ириновка
2005271,Titan,Титан,Титан
2005272,Alakurtті*,Алакуртти*,Алакуртти*
2005274,Kapraevo *,Капраево *,Капраево *
2005275,Levoberejn,Левобережная,Левобережная
2005276,Tarhovka,Тарховка,Тарховка
2005278,Jarkovskii,Жарковский,Жарковский
2005279,Kravcovo *,Кравцово *,Кравцово *
2005280,Alabushevo,Алабушево,Алабушево
2005281,Kron Kolon,Кронштадтская Колония,Кронштадтская Колония
2005282,Gribnoe,Грибное,Грибное
2005283,Pupyshevo,Пупышево,Пупышево
2005284,Mutasheliha,Муташелиха,Муташелиха
2005285,Taicy,Тайцы,Тайцы
2005286,Lavriki,Лаврики,Лаврики
2005288,Donhovka,Донховка,Донховка
2005289,Mesteriar*,Местерьярви *,Местерьярви *
2005290,Lad Ozero,Ладожское Озеро,Ладожское Озеро
2005291,Vescevo,Вещево,Вещево
2005293,Romanovka,Романовка,Романовка
2005296,Mihailovka,Михайловка,Михайловка
2005297,Ermilovo *,Ермилово *,Ермилово *
2005299,Lesogorsk*,Лесогорский *,Лесогорский *
2005300,Iushkozero,Юшкозеро,Юшкозеро
2005301,Gatch.t.bal,Гатчина Т.балтийская,Гатчина Т.балтийская
2005302,Razliv,Разлив,Разлив
2005303,Doroninsk,Доронинская,Доронинская
2005304,Kirillovsk,Кирилловское,Кирилловское
2005305,Olgino,Ольгино,Ольгино
2005306,Shapki,Шапки,Шапки
2005307,Sok.ruchei,Соколов.ручей,Соколов.ручей
2005309,Metallostr,Металлострой,Металлострой
2005310,Kavgolovo,Кавголово,Кавголово
2005311,Prigorodn*,Пригородная *,Пригородная *
2005312,Pavlovskaia,Павловская,Павловская
2005315,Vozd Park,Воздух-Парк,Воздух-Парк
2005316,Post Kovalevo,Пост Ковалево,Пост Ковалево
2005319,Partizanskaia,Партизанская,Партизанская
2005320,Pokrovka,Покровка,Покровка
2005322,Sovetskii,Советский,Советский
2005325,Kornevo,Корнево,Корнево
2005326,Senej,Сенеж,Сенеж
2005328,Karhusuo,Кархусуо,Кархусуо
2005329,Lesnoi,Лесной,Лесной
2005330,Solnechnoe,Солнечное,Солнечное
2005332,Iappilia   *,Яппиля *,Яппиля *
2005333,Lebedevka,Лебедевка,Лебедевка
2005334,Miaglovo,Мяглово,Мяглово
2005335,Lahta,Лахта,Лахта
2005336,Sceglovo,Щеглово,Щеглово
2005339,Ozerki,Озерки,Озерки
2005340,Komarovo,Комарово,Комарово
2005342,Lokotcy,Локотцы,Локотцы
2005343,Plesozero,Плесозеро,Плесозеро
2005344,Bolotnick,Болотницкая,Болотницкая
2005345,Pontonnaia,Понтонная,Понтонная
2005346,Golovkovo,Головково,Головково
2005349,Inkilia   *,Инкиля *,Инкиля *
2005350,Konak.gres,Конаково Грэс,Конаково Грэс
2005351,Kamennog *,Каменногорск *,Каменногорск *
2005352,Palcevo *,Пальцево *,Пальцево *
2005353,Proba,Проба,Проба
2005354,Kirp.zavod,Кирпичный Завод,Кирпичный Завод
2005356,Shavan,Шавань,Шавань
2005357,Tunguda,Тунгуда,Тунгуда
2005359,Frolovskoe,Фроловское,Фроловское
2005360,Kurort,Курорт,Курорт
2005361,Liubytino,Любытино,Любытино
2005362,Porshinec,Поршинец,Поршинец
2005363,Trubnikovo,Трубниково,Трубниково
2005364,Privetnen*,Приветненское *,Приветненское *
2005366,Ushkovo,Ушково,Ушково
2005368,Puteprov.,Путепроводная,Путепроводная
2005369,Krasnica,Красница,Красница
2005372,Voronka  *,Воронка *,Воронка *
2005374,Kandakop,Кандакопшино,Кандакопшино
2005376,Radiscevo,Радищево,Радищево
2005377,Mojaiskaia,Можайская,Можайская
2005378,Chaika    *,Чайка *,Чайка *
2005380,Berez.dachn,Березки Дачные,Березки Дачные
2005381,Malino,Малино,Малино
2005382,St Mozino,Старое Мозино,Старое Мозино
2005383,Krasnofl.*,Краснофлотск *,Краснофлотск *
2005384,Kulick.moh,Кулицкий Мох,Кулицкий Мох
2005385,Universit,Университет,Университет
2005386,Srednerog.,Среднерогатская,Среднерогатская
2005388,Mozino,Мозино,Мозино
2005392,Sorokino,Сорокино,Сорокино
2005394,Yahtennaia,Яхтенная,Яхтенная
2005395,Vozrojden*,Возрождение *,Возрождение *
2005396,Sady,Сады,Сады
2005397,Hannila *,Ханнила *,Ханнила *
2005398,Kovalevo,Ковалево,Ковалево
2005399,Dibuny,Дибуны,Дибуны
2005400,Magnetity,Магнетиты,Магнетиты
2005401,Shongui,Шонгуй,Шонгуй
2005402,Monchegorsk,Мончегорск,Мончегорск
2005404,Lazorevka,Лазоревка,Лазоревка
2005405,Lazurnaia,Лазурная,Лазурная
2005406,Verman,Верман,Верман
2005407,Voita    *,Войта *,Войта *
2005421,Vladimirsk,Владимирская,Владимирская
2005422,Ostrovki,Островки,Островки
2005423,Manushkino,Манушкино,Манушкино
2005424,Kiselevka,Киселевка,Киселевка
2005431,Op 100 Km,Оп 100 Км,Оп 100 Км
2005435,Kukol,Куколь,Куколь
2005445,Op 101 Km,Оп 101 Км,Оп 101 Км
2005450,Sanatoriia,Санатория,Санатория
2005451,Briancevo,Брянцево,Брянцево
2005452,Chupriianovk,Чуприяновка,Чуприяновка
2005453,Liubinka,Любинка,Любинка
2005454,Susanino,Сусанино,Сусанино
2005455,Pargolovo,Парголово,Парголово
2005456,Viajisce,Вяжище,Вяжище
2005457,Dunevka,Дуневка,Дуневка
2005458,Rakitino,Ракитино,Ракитино
2005459,Okulovo,Окулово,Окулово
2005460,Ligovo,Лигово,Лигово
2005462,Kleviscensk,Клевищенский,Клевищенский
2005463,Smenovo,Сменово,Сменово
2005464,Ruchki,Ручки,Ручки
2005465,Riadchino,Рядчино,Рядчино
2005466,Goriatino,Горятино,Горятино
2005467,Chudovo Nov,Чудово-Новгородское,Чудово-Новгородское
2005468,Kiamishi,Кямиши,Кямиши
2005469,Valgovicy,Валговицы,Валговицы
2005470,Koskolovo*,Косколово *,Косколово *
2005471,Ust-Luga*,Усть-Луга *,Усть-Луга *
2005472,St Kr Gork,Старая Красная Горка,Старая Красная Горка
2005474,Popovo   *,Попово *,Попово *
2005475,Matrosovo*,Матросово *,Матросово *
2005477,Pionerlag*,Пионерлагерь *,Пионерлагерь *
2005478,Kuorekoski,Куорекоски,Куорекоски
2005480,,Москва Товарная,Москва Товарная
2005937,Babino 2,Бабино 2,Бабино 2
2005973,Fedorkovo,Федорково,Федорково
2005974,Korp Post,Корпусной Пост,Корпусной Пост
2006001,Kuzminka,Кузьминка,Кузьминка
2006002,Doroshiha,Дорошиха,Дорошиха
2006003,Kulickaia,Кулицкая,Кулицкая
2006004,Moskva Oktiabrskaia,Москва Октябрьская,Москва Октябрьская
2006005,Vinokoly,Виноколы,Виноколы
2006006,Shliuz,Шлюз,Шлюз
2006025,Deviatkino,Девяткино,Девяткино
2006100,Hovrino,Ховрино,Ховрино
2006101,Pochvino,Почвино,Почвино
2006103,Proletarsk,Пролетарская,Пролетарская
2006104,Nev.dubrovka,Невская Дубровка,Невская Дубровка
2006106,Aleksandro,Александровская,Александровская
2006107,Gorskaia,Горская,Горская
2006108,Vud-Ozero,Вуд-Озеро,Вуд-Озеро
2006109,Puteprovod,Путепровод Оп,Путепровод Оп
2006114,Gatchina-Zap.park,Гатчина-Зап.парк,Гатчина-Зап.парк
2006115,,Путевой Пост 43 Км,Путевой Пост 43 Км
2006116,Oranienb 2,Ораниенбаум 2,Ораниенбаум 2
2006117,Slancy-Pas,Сланцы-Пасс,Сланцы-Пасс
2006200,Kriukovo,Крюково,Крюково
2006244,Lok.depo,Лок.депо,Лок.депо
2006248,Kodosno,Кодосно,Кодосно
2006300,N.petergof,Новый Петергоф,Новый Петергоф
2006310,,Оп 100 Км,Оп 100 Км
2006324,,Оп 273 Пк7,Оп 273 Пк7
2006342,Undusa,Ундуса,Ундуса
2006356,Konak.moh,Конаковский Мох,Конаковский Мох
2006363,Lahdenpohya,Лахденпохья,Лахденпохья
2006401,Novgorod L,Новгород Лужский,Новгород Лужский
2007004,Bor Griva,Бор Грива,Бор Грива
2007800,Lening In,Ленинг Ин,Ленинг Ин
2007801,Spja,Спжа,Спжа
2007809,Kommerch.,Коммерч.,Коммерч.
2007814,Varsh.intur,Варш.интур,Варш.интур
2007815,Fin.intur,Фин.интур,Фин.интур
2007829,Nf-Okt,Нф-Окт,Нф-Окт
2007830,Vc-Okt,Вц-Окт,Вц-Окт
2007833,Tver-Intur,Тверь-Интур,Тверь-Интур
2007842,Petrzv.int,Петрзв.инт,Петрзв.инт
2007845,Novintur,Новинтур,Новинтур
2007853,Moskva-Int,Москва-Инт,Москва-Инт
2007854,Transserv.,Транссерв.,Транссерв.
2007855,Mos/v.intur,Мос/в.интур,Мос/в.интур
2007858,Murintur,Муринтур,Муринтур
2007860,Sprav.okt,Справ.окт,Справ.окт
2007862,Ao Okdail,Ао Окдайл,Ао Окдайл
2007863,Okdail Vit,Окдайл Вит,Окдайл Вит
2007865,B Z Pskov,Б З Псков,Б З Псков
2007873,Moskva Sut,Москва Сут,Москва Сут
2007874,Moskva Lbk,Москва Лбк,Москва Лбк
2007882,Pskov Int,Псков Инт,Псков Инт
2007890,Spja/intur,Спжа/интур,Спжа/интур
2007893,Spg Intur,Спг Интур,Спг Интур
2010001,Iaroslavl Gl,Ярославль-Главный,Ярославль-Главный
2010002,Iaroslavl Pas,Ярославль Пасс,Ярославль Пасс
2010003,Privolje,Приволжье,Приволжье
2010004,Filino,Филино,Филино
2010005,Tundra,Тундра,Тундра
2010006,Lomovoe,Ломовое,Ломовое
2010007,Listvennich,Лиственничный,Лиственничный
2010008,Holmogorsk,Холмогорская,Холмогорская
2010009,Malka,Малька,Малька
2010010,Bui,Буй,Буй
2010011,Permilovo,Пермилово,Пермилово
2010012,Unejma,Унежма,Унежма
2010013,Sulozero,Сулозеро,Сулозеро
2010014,Kusha,Куша,Куша
2010015,Shundanec,Шунданец,Шунданец
2010016,Nimenga,Нименга,Нименга
2010017,Ponga,Поньга,Поньга
2010018,Gribaniha,Грибаниха,Грибаниха
2010019,Vonguda,Вонгуда,Вонгуда
2010020,Velsk,Вельск,Вельск
2010021,Onega,Онега,Онега
2010022,Glazaniha,Глазаниха,Глазаниха
2010023,Mudiuga,Мудьюга,Мудьюга
2010024,Kodino,Кодино,Кодино
2010025,Moshnoe,Мошное,Мошное
2010026,Bolsh Kiama,Большая Кяма,Большая Кяма
2010027,Uramec,Урамец,Урамец
2010028,Kuhtoozers,Кухтоозерский,Кухтоозерский
2010029,Emca,Емца,Емца
2010030,Vologda 1,Вологда 1,Вологда 1
2010031,Sheleksa,Шелекса,Шелекса
2010032,Pleseckaia,Плесецкая,Плесецкая
2010033,Puksa,Пукса,Пукса
2010034,Tarza,Тарза,Тарза
2010035,Ivaksha,Ивакша,Ивакша
2010036,Lepsha,Лепша,Лепша
2010037,Shalakusha,Шалакуша,Шалакуша
2010038,Mejdudvor,Междудворье,Междудворье
2010039,Lelma,Лельма,Лельма
2010040,Vorkuta,Воркута,Воркута
2010042,Shestiozers,Шестиозерский,Шестиозерский
2010043,Zaruchene,Зарученье,Зарученье
2010044,Burachiha,Бурачиха,Бурачиха
2010045,Poloha,Полоха,Полоха
2010046,Vandysh,Вандыш,Вандыш
2010047,Fominskaia,Фоминская,Фоминская
2010048,Melentevs,Мелентьевский,Мелентьевский
2010049,Kolfond,Колфонд,Колфонд
2010050,Ivanovo,Иваново,Иваново
2010051,Ercevo,Ерцево,Ерцево
2010052,Luhtonga,Лухтонга,Лухтонга
2010053,Iavenga,Явенга,Явенга
2010054,Siamba,Сямба,Сямба
2010055,Mulda,Мульда,Мульда
2010056,Hanovei,Хановей,Хановей
2010057,Pesec,Песец,Песец
2010058,Chum,Чум,Чум
2010059,Horota,Хорота,Хорота
2010060,Kineshma,Кинешма,Кинешма
2010061,Eleckaia,Елецкая,Елецкая
2010062,Seida,Сейда,Сейда
2010063,Shor,Шор,Шор
2010064,Siv Maska,Сивая Маска,Сивая Маска
2010065,Amshor,Амшор,Амшор
2010066,Sarmaiu,Сармаю,Сармаю
2010067,Markov,Марков,Марков
2010068,Usa,Уса,Уса
2010070,Konosha 1,Коноша 1,Коноша 1
2010071,Petrun,Петрунь,Петрунь
2010072,Oshper,Ошпер,Ошпер
2010073,Kochmes,Кочмес,Кочмес
2010074,Inta 1,Инта 1,Инта 1
2010075,Kojym,Кожым,Кожым
2010076,Kosiu,Косью,Косью
2010077,Synia,Сыня,Сыня
2010078,Osh'el,Ош'ель,Ош'ель
2010079,Kojva 1,Кожва 1,Кожва 1
2010080,Koslan,Кослан,Кослан
2010082,Chikshino,Чикшино,Чикшино
2010083,Kadjerom,Каджером,Каджером
2010084,Talyi,Талый,Талый
2010085,Rybnica,Рыбница,Рыбница
2010086,Zelenobors,Зеленоборск,Зеленоборск
2010087,Irael,Ираель,Ираель
2010088,Lem'iu,Лем'ю,Лем'ю
2010089,Malaia Pera,Малая Пера,Малая Пера
2010090,Kostroma Novaia,Кострома Новая,Кострома Новая
2010091,Sedvoj,Седьвож,Седьвож
2010092,Vis,Вис,Вис
2010093,Kerki,Керки,Керки
2010094,Iarega,Ярега,Ярега
2010095,Uhta,Ухта,Ухта
2010096,Lunvoj,Луньвож,Луньвож
2010097,Tobys,Тобысь,Тобысь
2010098,Iukarka,Юкарка,Юкарка
2010099,Chiniavoryk,Чиньяворык,Чиньяворык
2010101,Timanskii,Тиманский,Тиманский
2010102,Krepejnaia,Крепежная,Крепежная
2010103,Iosser,Иоссер,Иоссер
2010104,Sindor,Синдор,Синдор
2010105,Vesliana,Весляна,Весляна
2010106,Trakt,Тракт,Тракт
2010107,Kniajpogost,Княжпогост,Княжпогост
2010108,Chub,Чуб,Чуб
2010109,Shejam,Шежам,Шежам
2010110,Palenga,Паленьга,Паленьга
2010112,Gam,Гам,Гам
2010113,Mejeg,Межег,Межег
2010114,Madmas,Мадмас,Мадмас
2010116,Shies,Шиес,Шиес
2010118,Tyva,Тыва,Тыва
2010119,Urdoma,Урдома,Урдома
2010121,Slobodchik,Слободчиково,Слободчиково
2010122,Svetik,Светик,Светик
2010123,Kiver,Кивер,Кивер
2010124,Viled,Виледь,Виледь
2010125,Cheremuha,Черемуха,Черемуха
2010126,Nizovka,Низовка,Низовка
2010127,Solvycheg,Сольвычегодск,Сольвычегодск
2010128,Iadriha,Ядриха,Ядриха
2010129,Revaj,Реваж,Реваж
2010131,Koposovo,Копосово,Копосово
2010132,Udima,Удима,Удима
2010133,Erga,Ерга,Ерга
2010134,Lomovatka,Ломоватка,Ломоватка
2010135,Sengos,Сенгос,Сенгос
2010136,Vonjuga,Вонжуга,Вонжуга
2010137,Kizema,Кизема,Кизема
2010138,Loiga,Лойга,Лойга
2010139,Uftiuga,Уфтюга,Уфтюга
2010140,Malyshkovo,Малышково,Малышково
2010141,Sulonda,Сулонда,Сулонда
2010142,Ileza,Илеза,Илеза
2010143,Shurai,Шурай,Шурай
2010144,Shangaly,Шангалы,Шангалы
2010145,Kostylevo,Костылево,Костылево
2010146,Kokshenga,Кокшеньга,Кокшеньга
2010147,Selmenga,Сельменьга,Сельменьга
2010148,Kuloi,Кулой,Кулой
2010149,Andoma,Андома,Андома
2010151,Solga,Солга,Солга
2010152,Ust Shonosh,Усть-Шоноша,Усть-Шоноша
2010153,Iura,Юра,Юра
2010154,Podiuga,Подюга,Подюга
2010155,Normenga,Норменга,Норменга
2010156,Valdeevo,Валдеево,Валдеево
2010157,Kelar Gork,Келарева Горка,Келарева Горка
2010158,Veresovo,Вересово,Вересово
2010159,Vojega,Вожега,Вожега
2010160,Kotlas Iujn,Котлас Южный,Котлас Южный
2010162,Kadnikovsk,Кадниковский,Кадниковский
2010163,Punduga,Пундуга,Пундуга
2010164,Harovskaia,Харовская,Харовская
2010165,Semigorodn,Семигородняя,Семигородняя
2010166,Morjenga,Морженга,Морженга
2010167,Pechatkino,Печаткино,Печаткино
2010168,Suhona,Сухона,Сухона
2010169,Hemalda,Хемалда,Хемалда
2010170,Karpog Pas,Карпогоры Пасс,Карпогоры Пасс
2010171,Shelomovo,Шеломово,Шеломово
2010172,Sheksna,Шексна,Шексна
2010173,Kuvash,Куваш,Куваш
2010174,Kuscuba,Кущуба,Кущуба
2010175,Kipelovo,Кипелово,Кипелово
2010176,Lumba,Лумба,Лумба
2010177,Dikaia,Дикая,Дикая
2010178,Molochnaia,Молочная,Молочная
2010179,Papriha,Паприха,Паприха
2010180,Labytnangi,Лабытнанги,Лабытнанги
2010181,Bushuiha,Бушуиха,Бушуиха
2010182,Leja,Лежа,Лежа
2010183,Vohtoga,Вохтога,Вохтога
2010184,Shushkodom,Шушкодом,Шушкодом
2010185,Ratk Rojn,Ратьково-Рожново,Ратьково-Рожново
2010186,Griazovec,Грязовец,Грязовец
2010187,Baklanka,Бакланка,Бакланка
2010188,Nefedovo,Нефедово,Нефедово
2010189,Skalino,Скалино,Скалино
2010190,Maloshuika,Малошуйка,Малошуйка
